distance-to-solar-noon,temperature,wind-direction,wind-speed,sky-cover,visibility,humidity,average-wind-speed-(period),average-pressure-(period),power-generated
0.178233438,63,16,12.8,4,3,87,15,29.99,1054
0.105678233,63,16,12.8,4,4,90,15,29.93,1200
0.389589905,63,16,12.8,4,3,87,15,29.88,683
0.673501577,63,16,12.8,4,9,87,14,29.9,0
0.957413249,63,16,12.8,4,10,93,9,29.93,0
0.938291139,62,23,8.1,4,10,90,9,29.93,0
0.653481013,62,23,8.1,3,10,90,5,29.96,0
0.368670886,62,23,8.1,2,10,90,9,30.02,357
0.083860759,62,23,8.1,3,10,78,0,30.07,10258
0.200949367,62,23,8.1,3,10,68,14,30.07,17127
0.485759494,62,23,8.1,2,10,73,13,30.06,8167
0.77056962,62,23,8.1,3,10,87,3,30.06,0
1.055379747,62,23,8.1,2,10,83,5,30.07,0
0.941269841,58,20,10.6,2,10,86,0,30.06,0
0.655555556,58,20,10.6,3,10,90,3,30.02,0
0.36984127,58,20,10.6,3,10,83,5,29.99,9
0.084126984,58,20,10.6,3,10,78,7,29.96,7259
0.201587302,58,20,10.6,3,10,72,20,29.86,6669
0.487301587,58,20,10.6,4,3,90,21,29.75,95
0.773015873,58,20,10.6,3,10,87,13,29.85,0
1.058730159,58,20,10.6,2,10,86,11,29.94,0
0.944267516,55,29,13.3,3,10,80,9,29.98,0
0.657643312,55,29,13.3,3,10,83,5,30.01,0
0.371019108,55,29,13.3,2,10,80,11,30.06,1661
0.084394904,55,29,13.3,3,10,69,13,30.13,16038
0.202229299,55,29,13.3,3,10,55,18,30.12,21373
0.488853503,55,29,13.3,3,10,64,22,30.13,5500
0.775477707,55,29,13.3,1,10,72,16,30.17,0
1.062101911,55,29,13.3,1,10,74,11,30.19,0
0.947284345,53,30,3.8,0,10,74,6,30.22,0
0.659744409,53,30,3.8,0,10,83,0,30.22,0
0.372204473,53,30,3.8,2,10,89,3,30.23,1721
0.084664537,53,30,3.8,3,10,67,3,30.27,16251
0.202875399,53,30,3.8,3,10,56,5,30.25,17465
0.490415335,53,30,3.8,4,10,52,8,30.25,4638
0.777955272,53,30,3.8,4,10,58,7,30.25,0
1.065495208,53,30,3.8,4,10,62,0,30.27,0
0.950320513,60,30,4.6,3,10,62,3,30.28,0
0.661858974,60,30,4.6,2,10,72,0,30.29,0
0.373397436,60,30,4.6,1,10,80,5,30.33,1365
0.084935897,60,30,4.6,0,10,62,8,30.35,19412
0.203525641,60,30,4.6,1,10,54,0,30.3,24013
0.491987179,60,30,4.6,0,10,63,14,30.26,7449
0.780448718,60,30,4.6,0,10,78,7,30.26,0
1.068910256,60,30,4.6,0,10,93,5,30.26,0
0.953376206,62,30,5.2,0,10,86,0,30.24,0
0.663987138,62,30,5.2,0,10,90,0,30.24,0
0.374598071,62,30,5.2,1,9,96,0,30.22,1309
0.085209003,62,30,5.2,0,9,84,3,30.22,19306
0.204180064,62,30,5.2,0,10,75,0,30.16,24011
0.493569132,62,30,5.2,1,10,55,11,30.11,7336
0.782958199,62,30,5.2,1,10,87,15,30.12,0
1.072347267,62,30,5.2,0,10,87,7,30.11,0
0.956521739,58,27,10.2,1,10,90,10,30.11,0
0.666666667,58,27,10.2,1,10,90,9,30.08,0
0.376811594,58,27,10.2,3,10,93,0,30.06,115
0.086956522,58,27,10.2,4,10,81,7,30.06,5851
0.202898551,58,27,10.2,4,10,84,9,29.98,3697
0.492753623,58,27,10.2,4,6,93,10,29.93,696
0.782608696,58,27,10.2,4,5,93,16,29.91,0
1.072463768,58,27,10.2,3,10,86,15,29.88,0
0.959612278,57,28,19.3,3,10,83,23,29.87,0
0.668820679,57,28,19.3,3,10,83,24,29.85,0
0.378029079,57,28,19.3,2,10,83,21,29.86,1209
0.08723748,57,28,19.3,2,10,75,14,29.88,19618
0.20355412,57,28,19.3,2,10,70,20,29.87,24686
0.494345719,57,28,19.3,3,10,78,15,29.87,4927
0.785137318,57,28,19.3,2,10,83,15,29.91,0
1.075928918,57,28,19.3,2,10,83,25,29.96,0
0.962722853,55,28,8.5,1,10,86,11,29.98,0
0.670988655,55,28,8.5,1,10,90,5,30.02,0
0.379254457,55,28,8.5,3,10,90,9,30.07,381
0.087520259,55,28,8.5,3,10,72,9,30.09,14852
0.204213938,55,28,8.5,3,10,65,14,30.06,24073
0.495948136,55,28,8.5,3,10,70,9,30.07,4945
0.787682334,55,28,8.5,3,10,78,9,30.09,0
1.079416532,55,28,8.5,3,10,83,9,30.13,0
0.965853659,57,28,10.2,3,10,90,9,30.16,0
0.673170732,57,28,10.2,4,10,96,7,30.17,0
0.380487805,57,28,10.2,3,10,86,7,30.21,207
0.087804878,57,28,10.2,3,10,75,10,30.27,8425
0.204878049,57,28,10.2,3,10,72,10,30.24,9466
0.497560976,57,28,10.2,3,10,72,15,30.24,3303
0.790243902,57,28,10.2,3,10,72,11,30.27,0
1.082926829,57,28,10.2,3,10,80,10,30.27,0
0.969004894,60,28,5.9,4,8,93,6,30.28,0
0.675367047,60,28,5.9,4,10,96,8,30.27,0
0.381729201,60,28,5.9,4,9,87,0,30.3,162
0.088091354,60,28,5.9,4,9,87,5,30.32,4780
0.205546493,60,28,5.9,3,9,84,3,30.26,12683
0.499184339,60,28,5.9,3,9,87,16,30.21,6774
0.792822186,60,28,5.9,3,10,93,8,30.21,0
1.086460033,60,28,5.9,2,10,93,0,30.23,0
0.972176759,60,28,6,1,10,93,0,30.23,0
0.677577741,60,28,6,2,10,96,0,30.22,0
0.382978723,60,28,6,1,10,96,0,30.22,915
0.088379705,60,28,6,1,9,93,5,30.23,17909
0.206219313,60,28,6,1,10,63,9,30.16,22652
0.500818331,60,28,6,1,10,75,20,30.11,6592
0.795417349,60,28,6,0,10,78,10,30.1,0
1.090016367,60,28,6,0,10,87,8,30.1,0
0.973770492,66,10,6.5,0,10,90,3,30.1,0
0.678688525,66,10,6.5,0,10,93,0,30.08,0
0.383606557,66,10,6.5,0,10,86,0,30.12,934
0.08852459,66,10,6.5,0,10,52,7,30.14,17598
0.206557377,66,10,6.5,0,10,40,6,30.07,22910
0.501639344,66,10,6.5,1,10,27,7,30.04,6731
0.796721311,66,10,6.5,0,10,38,9,30.06,0
1.091803279,66,10,6.5,1,10,47,9,30.08,0
0.978583196,69,14,5,1,10,45,11,30.1,0
0.682042834,69,14,5,1,10,54,8,30.1,0
0.385502471,69,14,5,1,10,54,8,30.12,746
0.088962109,69,14,5,0,10,30,7,30.14,17752
0.207578254,69,14,5,0,10,39,3,30.08,22523
0.504118616,69,14,5,1,10,27,0,30.05,6614
0.800658979,69,14,5,1,10,38,0,30.07,0
1.097199341,69,14,5,0,10,48,3,30.07,0
0.983471074,63,5,2,0,10,75,0,30.08,0
0.685950413,63,5,2,1,10,90,0,30.06,0
0.388429752,63,5,2,0,10,90,0,30.09,595
0.090909091,63,5,2,0,8,78,3,30.11,16232
0.20661157,63,5,2,1,8,73,8,30.06,21472
0.504132231,63,5,2,1,6,50,0,30.04,5578
0.801652893,63,5,2,1,10,68,3,30.06,0
1.099173554,63,5,2,2,9,75,0,30.09,0
0.985099338,64,9,1.2,1,8,83,0,30.1,0
0.687086093,64,9,1.2,0,7,87,0,30.11,0
0.389072848,64,9,1.2,1,6,90,3,30.13,585
0.091059603,64,9,1.2,1,6,78,3,30.15,16124
0.206953642,64,9,1.2,1,7,70,3,30.11,21511
0.504966887,64,9,1.2,2,10,49,0,30.08,5527
0.802980132,64,9,1.2,1,10,70,0,30.09,0
1.100993377,64,9,1.2,1,10,78,0,30.11,0
0.988372093,57,29,9.3,1,10,81,0,30.11,0
0.689368771,57,29,9.3,0,10,86,6,30.12,0
0.390365449,57,29,9.3,1,10,93,7,30.14,512
0.091362126,57,29,9.3,0,9,81,0,30.17,15771
0.207641196,57,29,9.3,1,9,75,18,30.12,21856
0.506644518,57,29,9.3,1,9,83,16,30.09,4702
0.805647841,57,29,9.3,1,6,96,13,30.1,0
1.104651163,57,29,9.3,1,7,93,11,30.12,0
0.991666667,54,27,5.7,2,7,93,6,30.13,0
0.691666667,54,27,5.7,4,8,86,5,30.14,0
0.391666667,54,27,5.7,4,6,86,7,30.14,0
0.091666667,54,27,5.7,4,8,86,5,30.16,3113
0.208333333,54,27,5.7,4,9,83,9,30.14,7669
0.508333333,54,27,5.7,3,10,80,9,30.11,5693
0.808333333,54,27,5.7,3,10,90,10,30.14,0
1.108333333,54,27,5.7,4,10,86,8,30.16,0
0.994991653,57,27,6.6,4,10,90,7,30.15,0
0.694490818,57,27,6.6,3,10,90,3,30.16,0
0.393989983,57,27,6.6,4,9,90,5,30.21,53
0.093489149,57,27,6.6,4,8,87,5,30.25,4089
0.207011686,57,27,6.6,3,10,78,11,30.22,14702
0.507512521,57,27,6.6,2,10,72,14,30.2,4839
0.808013356,57,27,6.6,0,10,78,10,30.21,0
1.10851419,57,27,6.6,0,10,69,3,30.21,0
0.998324958,55,28,6.6,0,10,83,3,30.2,0
0.69681742,55,28,6.6,0,10,83,0,30.16,0
0.395309883,55,28,6.6,1,10,80,3,30.16,523
0.093802345,55,28,6.6,1,10,60,5,30.15,16265
0.207705193,55,28,6.6,1,10,37,0,30.11,22287
0.50921273,55,28,6.6,1,10,60,11,30.08,6352
0.810720268,55,28,6.6,0,10,83,22,30.1,0
1.112227806,55,28,6.6,0,10,83,8,30.11,0
1,54,28,6,2,10,77,0,30.09,0
0.697986577,54,28,6,0,10,83,5,30.08,0
0.395973154,54,28,6,2,10,83,0,30.12,534
0.093959732,54,28,6,2,10,72,3,30.15,15976
0.208053691,54,28,6,2,10,70,3,30.1,21808
0.510067114,54,28,6,3,10,67,14,30.07,6518
0.812080537,54,28,6,4,9,96,20,30.08,0
1.11409396,54,28,6,1,8,100,0,30.09,0
1.003367003,56,17,4,0,10,93,5,30.07,0
0.7003367,56,17,4,0,9,89,6,30.04,0
0.397306397,56,17,4,1,9,96,5,30.04,377
0.094276094,56,17,4,1,8,72,7,30.06,15727
0.208754209,56,17,4,1,10,56,0,30.01,21630
0.511784512,56,17,4,1,10,50,0,29.99,5778
0.814814815,56,17,4,1,10,78,0,30.01,0
1.117845118,56,17,4,0,10,77,0,30.05,0
1.006745363,54,15,2.7,1,10,86,0,30.05,0
0.703204047,54,15,2.7,0,9,89,5,30.05,0
0.399662732,54,15,2.7,2,5,89,3,30.06,0
0.096121417,54,15,2.7,3,3,83,6,30.07,11153
0.207419899,54,15,2.7,3,4,80,5,30.03,13434
0.510961214,54,15,2.7,3,7,62,3,30,1789
0.81450253,54,15,2.7,3,10,67,0,30.01,0
1.118043845,54,15,2.7,3,10,78,0,30,0
1.008445946,55,36,3.3,3,9,77,0,30.01,0
0.704391892,55,36,3.3,3,10,83,0,30.03,0
0.400337838,55,36,3.3,3,8,83,0,30.04,80
0.096283784,55,36,3.3,4,7,87,7,30.05,618
0.20777027,55,36,3.3,4,7,75,0,30.01,2606
0.511824324,55,36,3.3,4,6,81,6,29.98,915
0.815878378,55,36,3.3,3,10,75,0,29.96,0
1.119932432,55,36,3.3,3,10,83,7,29.96,0
1.011864407,55,34,2.1,3,10,80,3,29.94,0
0.706779661,55,34,2.1,3,10,83,6,29.89,0
0.401694915,55,34,2.1,4,9,83,0,29.85,69
0.096610169,55,34,2.1,4,9,78,0,29.88,1340
0.208474576,55,34,2.1,4,4,90,0,29.88,2726
0.513559322,55,34,2.1,4,6,86,0,29.89,68
0.818644068,55,34,2.1,3,9,90,0,29.92,0
1.123728814,55,34,2.1,4,8,90,0,29.95,0
1.015280136,56,29,7.2,3,9,93,0,29.98,0
0.709677419,56,29,7.2,4,9,93,9,30,0
0.404074703,56,29,7.2,4,8,90,6,30.05,0
0.098471986,56,29,7.2,2,8,87,7,30.1,13893
0.20713073,56,29,7.2,4,9,80,11,30.09,11407
0.512733447,56,29,7.2,3,10,78,11,30.11,633
0.818336163,56,29,7.2,4,10,80,10,30.15,0
1.123938879,56,29,7.2,4,10,83,8,30.2,0
1.017006803,53,24,3.9,4,10,86,5,30.22,0
0.710884354,53,24,3.9,4,10,83,3,30.22,0
0.404761905,53,24,3.9,4,10,86,3,30.25,11
0.098639456,53,24,3.9,4,10,83,3,30.3,1353
0.207482993,53,24,3.9,4,10,83,5,30.24,10939
0.513605442,53,24,3.9,4,7,78,3,30.2,4273
0.819727891,53,24,3.9,2,10,90,8,30.22,0
1.12585034,53,24,3.9,2,8,96,0,30.22,0
1.020477816,57,12,2.8,2,8,93,0,30.19,0
0.71331058,57,12,2.8,4,4,96,5,30.17,0
0.406143345,57,12,2.8,2,4,96,,30.16,159
0.098976109,57,12,2.8,3,7,80,8,30.19,7229
0.208191126,57,12,2.8,2,10,75,0,30.12,18371
0.515358362,57,12,2.8,1,10,54,0,30.1,5918
0.822525597,57,12,2.8,0,10,70,0,30.11,0
1.129692833,57,12,2.8,0,10,72,3,30.15,0
1.023931624,55,7,2.3,0,10,80,0,30.17,0
0.716239316,55,7,2.3,0,8,90,3,30.15,0
0.408547009,55,7,2.3,2,4,93,3,30.14,191
0.100854701,55,7,2.3,2,6,83,5,30.16,14064
0.206837607,55,7,2.3,2,8,75,6,30.12,20574
0.514529915,55,7,2.3,2,6,75,0,30.09,5548
0.822222222,55,7,2.3,1,10,67,0,30.11,0
1.12991453,55,7,2.3,0,9,83,3,30.13,0
1.025684932,53,28,6.9,0,6,93,0,30.13,0
0.717465753,53,28,6.9,2,4,100,6,30.13,0
0.409246575,53,28,6.9,4,0.25,100,3,30.14,0
0.101027397,53,28,6.9,4,3,96,7,30.18,2184
0.207191781,53,28,6.9,4,4,86,9,30.14,2907
0.515410959,53,28,6.9,4,6,80,11,30.13,469
0.823630137,53,28,6.9,3,10,80,9,30.12,0
1.131849315,53,28,6.9,4,10,80,9,30.15,0
1.027444254,56,28,6.9,4,10,83,9,30.16,0
0.718696398,56,28,6.9,4,10,86,11,30.17,0
0.409948542,56,28,6.9,4,7,96,8,30.18,0
0.101200686,56,28,6.9,3,9,81,9,30.2,10230
0.20754717,56,28,6.9,1,10,75,5,30.14,19145
0.516295026,56,28,6.9,2,10,70,10,30.15,5666
0.825042882,56,28,6.9,1,10,86,5,30.16,0
1.133790738,56,28,6.9,0,10,90,0,30.19,0
1.030927835,53,33,3.7,0,8,90,5,30.17,0
0.721649485,53,33,3.7,4,5,93,0,30.18,0
0.412371134,53,33,3.7,4,0,100,0,30.2,0
0.103092784,53,33,3.7,4,1.5,100,3,30.2,5857
0.206185567,53,33,3.7,3,5,80,5,30.12,14677
0.515463918,53,33,3.7,4,6,69,3,30.1,3724
0.824742268,53,33,3.7,3,9,86,6,30.09,0
1.134020619,53,33,3.7,3,9,83,7,30.08,0
1.032702238,54,6,7.4,2,10,77,11,30.06,0
0.722891566,54,6,7.4,2,10,80,13,30.05,0
0.413080895,54,6,7.4,4,5,80,13,30.06,188
0.103270224,54,6,7.4,4,5,77,7,30.07,13982
0.206540448,54,6,7.4,0,7,64,6,30.03,21285
0.516351119,54,6,7.4,0,8,67,0,30,5652
0.82616179,54,6,7.4,0,8,83,5,30.02,0
1.135972461,54,6,7.4,0,9,77,0,30.08,0
1.036206897,54,15,3.5,0,10,83,5,30.11,0
0.725862069,54,15,3.5,0,10,89,5,30.14,0
0.415517241,54,15,3.5,1,6,86,6,30.17,117
0.105172414,54,15,3.5,1,6,72,6,30.23,13253
0.205172414,54,15,3.5,1,9,56,0,30.18,20321
0.515517241,54,15,3.5,3,10,46,0,30.16,5999
0.825862069,54,15,3.5,2,10,55,0,30.19,0
1.136206897,54,15,3.5,1,10,71,5,30.23,0
1.036206897,51,3,3.6,1,10,68,0,30.22,0
0.725862069,51,3,3.6,0,10,74,0,30.21,0
0.415517241,51,3,3.6,1,10,86,0,30.24,110
0.105172414,51,3,3.6,1,8,77,7,30.26,13734
0.205172414,51,3,3.6,1,7,62,0,30.21,20887
0.515517241,51,3,3.6,1,8,72,3,30.18,5603
0.825862069,51,3,3.6,1,9,77,3,30.17,0
1.136206897,51,3,3.6,1,10,80,0,30.18,0
1.037996546,50,27,6.6,2,8,86,6,30.17,0
0.727115717,50,27,6.6,2,5,89,6,30.16,0
0.416234888,50,27,6.6,2,4,96,6,30.13,140
0.105354059,50,27,6.6,4,2.5,86,0,30.15,12328
0.20552677,50,27,6.6,4,6,80,11,30.1,11715
0.516407599,50,27,6.6,4,10,74,10,30.08,3854
0.827288428,50,27,6.6,4,10,80,8,30.06,0
1.138169257,50,27,6.6,4,10,80,6,30.07,0
1.041522491,50,33,4.9,4,10,80,6,30.06,0
0.730103806,50,33,4.9,3,10,86,9,30.07,0
0.418685121,50,33,4.9,3,9,86,3,30.05,90
0.107266436,50,33,4.9,3,9,77,8,30.1,3336
0.204152249,50,33,4.9,1,10,77,9,30.07,15878
0.515570934,50,33,4.9,2,10,71,0,30.07,5654
0.826989619,50,33,4.9,1,10,74,0,30.08,0
1.138408304,50,33,4.9,0,10,86,3,30.09,0
1.043327556,49,6,6.4,0,10,89,3,30.11,0
0.731369151,49,6,6.4,1,10,93,3,30.16,0
0.419410745,49,6,6.4,1,10,57,7,30.23,108
0.10745234,49,6,6.4,1,10,49,6,30.27,13962
0.204506066,49,6,6.4,1,10,55,7,30.23,21545
0.516464471,49,6,6.4,1,10,67,11,30.26,5580
0.828422877,49,6,6.4,0,10,69,6,30.31,0
1.140381282,49,6,6.4,0,10,80,0,30.35,0
1.046875,51,12,4,0,9,89,6,30.36,0
0.734375,51,12,4,0,9,86,6,30.35,0
0.421875,51,12,4,0,6,80,10,30.36,98
0.109375,51,12,4,0,5,74,3,30.4,13185
0.203125,51,12,4,0,8,51,3,30.32,20658
0.515625,51,12,4,1,9,78,6,30.26,5430
0.828125,51,12,4,0,10,69,3,30.25,0
1.140625,51,12,4,1,10,74,3,30.27,0
1.046875,50,29,4.9,0,10,80,0,30.22,0
0.734375,50,29,4.9,1,10,83,0,30.18,0
0.421875,50,29,4.9,1,10,83,9,30.18,25
0.109375,50,29,4.9,3,8,72,0,30.18,12722
0.203125,50,29,4.9,3,9,67,5,30.1,17127
0.515625,50,29,4.9,3,6,78,0,30.04,4287
0.828125,50,29,4.9,1,10,75,13,29.99,0
1.140625,50,29,4.9,2,9,90,11,30,0
1.050434783,53,27,9.4,4,8,90,8,29.97,0
0.737391304,53,27,9.4,4,10,86,0,29.94,0
0.424347826,53,27,9.4,2,6,89,3,29.95,101
0.111304348,53,27,9.4,1,4,80,0,29.97,12297
0.20173913,53,27,9.4,3,9,67,8,29.9,15931
0.514782609,53,27,9.4,4,9,83,14,29.88,2812
0.827826087,53,27,9.4,4,10,80,29,29.86,0
1.140869565,53,27,9.4,4,10,90,7,29.85,0
1.050434783,49,29,15.9,3,10,72,22,29.84,0
0.737391304,49,29,15.9,4,9,69,22,29.85,0
0.424347826,49,29,15.9,2,10,66,14,29.89,75
0.111304348,49,29,15.9,2,10,57,15,29.92,12944
0.20173913,49,29,15.9,3,10,51,20,29.87,17309
0.514782609,49,29,15.9,2,10,61,16,29.85,3618
0.827826087,49,29,15.9,2,10,66,20,29.89,0
1.140869565,49,29,15.9,3,10,63,10,29.92,0
1.054006969,45,16,7.8,2,10,68,8,29.91,0
0.740418118,45,16,7.8,2,10,76,6,29.93,0
0.426829268,45,16,7.8,3,10,83,7,29.95,0
0.113240418,45,16,7.8,4,10,74,13,29.95,738
0.200348432,45,16,7.8,4,10,80,6,29.89,4194
0.513937282,45,16,7.8,4,4,86,0,29.83,223
0.827526132,45,16,7.8,4,9,93,8,29.79,0
1.141114983,45,16,7.8,3,10,89,10,29.77,0
1.054006969,46,21,8.9,3,10,93,8,29.75,0
0.740418118,46,21,8.9,3,10,83,7,29.75,0
0.426829268,46,21,8.9,4,9,80,8,29.76,0
0.113240418,46,21,8.9,3,9,77,9,29.81,10192
0.200348432,46,21,8.9,2,10,66,16,29.79,13049
0.513937282,46,21,8.9,3,10,61,15,29.79,198
0.827526132,46,21,8.9,3,10,93,8,29.82,0
1.141114983,46,21,8.9,2,10,89,5,29.87,0
1.057591623,43,5,9.3,3,10,76,3,29.89,0
0.743455497,43,5,9.3,3,10,93,3,29.9,0
0.429319372,43,5,9.3,4,4,93,9,29.93,0
0.115183246,43,5,9.3,3,10,86,10,29.99,4935
0.19895288,43,5,9.3,3,10,74,7,29.97,8729
0.513089005,43,5,9.3,3,10,83,20,29.99,1599
0.827225131,43,5,9.3,3,10,83,16,30.02,0
1.141361257,43,5,9.3,2,10,83,6,30.03,0
1.057591623,43,29,8.4,1,10,63,10,30.04,0
0.743455497,43,29,8.4,1,10,58,9,30.05,0
0.429319372,43,29,8.4,1,10,73,0,30.05,0
0.115183246,43,29,8.4,0,10,60,3,30.04,13602
0.19895288,43,29,8.4,1,10,44,5,29.96,22524
0.513089005,43,29,8.4,1,10,59,14,29.91,6311
0.827225131,43,29,8.4,0,10,71,10,29.91,0
1.141361257,43,29,8.4,0,10,68,14,29.92,0
1.059336824,47,20,8.7,0,10,63,7,29.92,0
0.745200698,47,20,8.7,0,10,65,6,29.97,0
0.431064572,47,20,8.7,1,10,77,7,30.05,37
0.116928447,47,20,8.7,2,10,80,6,30.12,8699
0.197207679,47,20,8.7,3,10,74,8,30.13,10968
0.511343805,47,20,8.7,4,10,69,11,30.14,3407
0.82547993,47,20,8.7,3,10,74,9,30.17,0
1.139616056,47,20,8.7,3,10,80,14,30.22,0
1.059336824,49,26,9.2,3,10,80,14,30.23,0
0.745200698,49,26,9.2,4,10,86,11,30.23,0
0.431064572,49,26,9.2,4,10,96,0,30.27,0
0.116928447,49,26,9.2,3,9,80,8,30.32,7715
0.197207679,49,26,9.2,2,10,59,14,30.3,18824
0.511343805,49,26,9.2,2,10,59,16,30.31,5367
0.82547993,49,26,9.2,1,10,71,10,30.34,0
1.139616056,49,26,9.2,1,10,77,9,30.36,0
1.061082024,43,29,2.3,1,10,73,6,30.37,0
0.746945899,43,29,2.3,0,10,82,5,30.35,0
0.432809773,43,29,2.3,1,10,82,0,30.36,91
0.118673647,43,29,2.3,2,10,74,0,30.4,12388
0.195462478,43,29,2.3,2,10,61,0,30.33,20205
0.509598604,43,29,2.3,3,10,61,0,30.29,5310
0.823734729,43,29,2.3,3,10,63,3,30.27,0
1.137870855,43,29,2.3,2,10,63,5,30.27,0
1.061082024,49,12,5.1,3,10,68,3,30.24,0
0.746945899,49,12,5.1,3,10,77,3,30.22,0
0.432809773,49,12,5.1,4,10,74,0,30.19,104
0.118673647,49,12,5.1,4,10,71,0,30.19,881
0.195462478,49,12,5.1,4,8,86,6,30.07,2223
0.509598604,49,12,5.1,4,5,86,10,29.99,612
0.823734729,49,12,5.1,4,4,100,10,29.9,0
1.137870855,49,12,5.1,4,10,96,10,29.87,0
1.062827225,48,26,8.9,2,10,83,7,29.83,0
0.748691099,48,26,8.9,3,10,89,3,29.86,0
0.434554974,48,26,8.9,1,10,89,0,29.89,0
0.120418848,48,26,8.9,1,10,69,9,29.91,13034
0.193717277,48,26,8.9,3,10,71,11,29.89,10962
0.507853403,48,26,8.9,3,10,71,11,29.88,2553
0.821989529,48,26,8.9,2,10,80,7,29.89,0
1.136125654,48,26,8.9,3,9,77,14,29.92,0
1.062827225,47,13,3.6,3,10,86,0,29.9,0
0.748691099,47,13,3.6,4,10,93,5,29.91,0
0.434554974,47,13,3.6,2,10,83,0,29.93,0
0.120418848,47,13,3.6,3,10,77,0,29.96,8491
0.193717277,47,13,3.6,3,10,77,8,29.93,12958
0.507853403,47,13,3.6,3,10,69,5,29.9,6769
0.821989529,47,13,3.6,4,10,71,3,29.89,0
1.136125654,47,13,3.6,4,10,77,6,29.89,0
1.064572426,51,14,10.4,4,10,83,9,29.88,0
0.7504363,51,14,10.4,4,8,83,6,29.84,0
0.436300175,51,14,10.4,4,10,83,5,29.82,0
0.122164049,51,14,10.4,4,10,80,7,29.84,2014
0.191972077,51,14,10.4,4,10,77,10,29.81,1672
0.506108202,51,14,10.4,4,10,72,10,29.78,212
0.820244328,51,14,10.4,4,10,77,6,29.77,0
1.134380454,51,14,10.4,4,10,75,22,29.72,0
1.06271777,47,28,21.1,4,10,86,30,29.65,0
0.74912892,47,28,21.1,4,8,90,15,29.64,0
0.43554007,47,28,21.1,4,10,93,24,29.67,0
0.12195122,47,28,21.1,3,6,96,25,29.79,7417
0.191637631,47,28,21.1,2,10,57,28,29.81,20992
0.505226481,47,28,21.1,2,10,68,26,29.86,5808
0.818815331,47,28,21.1,1,10,68,20,29.91,0
1.132404181,47,28,21.1,1,10,66,16,29.98,0
1.06445993,47,29,4.9,0,10,71,10,30.04,0
0.75087108,47,29,4.9,0,10,71,9,30.09,0
0.43728223,47,29,4.9,0,10,74,8,30.17,0
0.12369338,47,29,4.9,1,10,68,0,30.25,13246
0.18989547,47,29,4.9,1,10,54,5,30.24,22387
0.503484321,47,29,4.9,2,10,52,0,30.26,6491
0.817073171,47,29,4.9,3,10,71,8,30.29,0
1.130662021,47,29,4.9,3,10,74,0,30.32,0
1.06445993,45,12,1.3,1,10,83,0,30.32,0
0.75087108,45,12,1.3,2,10,89,0,30.34,0
0.43728223,45,12,1.3,2,10,93,0,30.37,0
0.12369338,45,12,1.3,2,10,80,3,30.42,6570
0.18989547,45,12,1.3,3,10,71,5,30.37,13748
0.503484321,45,12,1.3,3,10,66,0,30.36,1869
0.817073171,45,12,1.3,3,10,77,0,30.36,0
1.130662021,45,12,1.3,3,10,77,0,30.39,0
1.064347826,51,10,2.4,4,10,86,0,30.38,0
0.751304348,51,10,2.4,4,10,89,3,30.38,0
0.43826087,51,10,2.4,2,10,89,0,30.37,101
0.125217391,51,10,2.4,3,10,86,8,30.39,11039
0.187826087,51,10,2.4,3,10,80,0,30.33,14950
0.500869565,51,10,2.4,3,10,67,0,30.28,6341
0.813913043,51,10,2.4,2,10,80,3,30.27,0
1.126956522,51,10,2.4,3,10,86,5,30.27,0
1.064347826,51,30,3.2,2,10,89,3,30.26,0
0.751304348,51,30,3.2,3,9,93,0,30.26,0
0.43826087,51,30,3.2,3,9,93,0,30.28,0
0.125217391,51,30,3.2,3,6,90,5,30.3,3729
0.187826087,51,30,3.2,3,6,86,3,30.25,8365
0.500869565,51,30,3.2,2,10,72,0,30.22,6822
0.813913043,51,30,3.2,1,10,93,8,30.2,0
1.126956522,51,30,3.2,1,10,90,3,30.22,0
1.066086957,50,34,4.6,1,10,89,0,30.21,0
0.753043478,50,34,4.6,2,6,93,5,30.21,0
0.44,50,34,4.6,3,5,96,9,30.21,15
0.126956522,50,34,4.6,3,0.75,93,6,30.23,12426
0.186086957,50,34,4.6,1,5,86,3,30.15,22458
0.499130435,50,34,4.6,1,10,83,6,30.12,7453
0.812173913,50,34,4.6,1,10,86,6,30.15,0
1.125217391,50,34,4.6,1,10,93,7,30.19,0
1.064236111,48,30,4.1,3,7,96,7,30.2,0
0.751736111,48,30,4.1,4,0.5,96,0,30.2,0
0.439236111,48,30,4.1,4,0.25,96,5,30.22,0
0.126736111,48,30,4.1,4,0.5,96,3,30.26,2423
0.185763889,48,30,4.1,1,2.5,96,3,30.2,15177
0.498263889,48,30,4.1,3,1.25,96,8,30.18,5904
0.810763889,48,30,4.1,4,10,93,9,30.17,0
1.123263889,48,30,4.1,4,10,90,5,30.18,0
1.064124783,47,3,3.8,4,10,93,8,30.17,0
0.752166378,47,3,3.8,4,10,89,7,30.18,0
0.440207972,47,3,3.8,4,5,93,9,30.18,0
0.128249567,47,3,3.8,4,4,89,5,30.21,9650
0.183708839,47,3,3.8,4,6,89,0,30.14,17059
0.495667244,47,3,3.8,2,7,83,6,30.09,6573
0.80762565,47,3,3.8,0,4,86,5,30.08,0
1.119584055,47,3,3.8,4,4,89,0,30.07,0
1.062283737,51,25,10.3,4,1.5,96,3,30.03,0
0.750865052,51,25,10.3,4,1.75,96,9,30.02,0
